Contig,protein,Sample_ID,AMG_KO,AMG_KO_name,Pfam,Pfam_name,AMG_KO,KEGG_Entry,Metabolism,Pathway
HV_012_18_k141_39671,HV_012_18_k141_39671_5,HV_012_18,K05936,cobM; cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],PF00590.20,Tetrapyrrole (Corrin/Porphyrin) Methylases,K05936,map00860,Metabolism of cofactors and vitamins,Porphyrin and chlorophyll metabolism
HV_013_03_k141_11911,HV_013_03_k141_11911_2,HV_013_03,K00059,fabG; OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],PF13561.6,Enoyl-(Acyl carrier protein) reductase,K00059,map00061,Lipid metabolism,Fatty acid biosynthesis
HV_013_03_k141_11911_B,HV_013_03_k141_11911_2_B,HV_013_03,K00059,fabG; OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],PF13561.6,Enoyl-(Acyl carrier protein) reductase,K00059,map00780,Metabolism of cofactors and vitamins,Biotin metabolism
HV_013_03_k141_11911_C,HV_013_03_k141_11911_2_C,HV_013_03,K00059,fabG; OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],PF13561.6,Enoyl-(Acyl carrier protein) reductase,K00059,map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis
HV_013_09_k141_47717,HV_013_09_k141_47717_1,HV_013_09,K00558,DNMT1; dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],PF00145.17,C-5 cytosine-specific DNA methylase,K00558,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_013_09_k141_47717_3,HV_013_09_k141_47717_3,HV_013_09,K00059,fabG; OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],PF00106.25,short chain dehydrogenase,K00059,map00061,Lipid metabolism,Fatty acid biosynthesis
HV_013_09_k141_47717_B,HV_013_09_k141_47717_3_B,HV_013_09,K00059,fabG; OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],PF00106.25,short chain dehydrogenase,K00059,map00780,Metabolism of cofactors and vitamins,Biotin metabolism
HV_013_09_k141_47717_C,HV_013_09_k141_47717_3_C,HV_013_09,K00059,fabG; OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],PF00106.25,short chain dehydrogenase,K00059,map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis
HV_013_09_k141_60696,HV_013_09_k141_60696_2,HV_013_09,K01834,PGAM; gpmA; 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11],PF00300.22,Histidine phosphatase superfamily (branch 1),K01834,map00010,Carbohydrate metabolism,Glycolysis / Gluconeogenesis
HV_013_09_k141_60696_B,HV_013_09_k141_60696_2_B,HV_013_09,K01834,PGAM; gpmA; 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11],PF00300.22,Histidine phosphatase superfamily (branch 1),K01834,map00680,Energy metabolism,Methane metabolism
HV_013_09_k141_60696_C,HV_013_09_k141_60696_2_C,HV_013_09,K01834,PGAM; gpmA; 2;3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11],PF00300.22,Histidine phosphatase superfamily (branch 1),K01834,map00260,Amino acid metabolism,Glycine; serine and threonine metabolism
HV_013_16_k141_16056,HV_013_16_k141_16056_3,HV_013_16,K01807,rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6],PF06026.14,Ribose 5-phosphate isomerase A (phosphoriboisomerase A),K01807,map00030,Carbohydrate metabolism,Pentose phosphate pathway
HV_013_16_k141_16056_B,HV_013_16_k141_16056_3_B,HV_013_16,K01807,rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6],PF06026.14,Ribose 5-phosphate isomerase A (phosphoriboisomerase A),K01807,map00710,Energy metabolism,Carbon fixation in photosynthetic organisms
HV_013_16_k141_1662,HV_013_16_k141_1662_1,HV_013_16,K00632,fadA; fadI; acetyl-CoA acyltransferase [EC:2.3.1.16],PF02803.18,Thiolase; C-terminal domain,K00632,map00071,Lipid metabolism,Fatty acid degradation
HV_013_16_k141_1662_B,HV_013_16_k141_1662_1_B,HV_013_16,K00632,fadA; fadI; acetyl-CoA acyltransferase [EC:2.3.1.16],PF02803.18,Thiolase; C-terminal domain,K00632,map00592,Lipid metabolism,alpha-Linolenic acid metabolism
HV_013_16_k141_1662_C,HV_013_16_k141_1662_1_C,HV_013_16,K00632,fadA; fadI; acetyl-CoA acyltransferase [EC:2.3.1.16],PF02803.18,Thiolase; C-terminal domain,K00632,map00280,Amino acid metabolism,Valine; leucine and isoleucine degradation
HV_013_16_k141_1662_D,HV_013_16_k141_1662_1_D,HV_013_16,K00632,fadA; fadI; acetyl-CoA acyltransferase [EC:2.3.1.16],PF02803.18,Thiolase; C-terminal domain,K00632,map00281,Metabolism of terpenoids and polyketides,Geraniol degradation
HV_013_16_k141_1662_E,HV_013_16_k141_1662_1_E,HV_013_16,K00632,fadA; fadI; acetyl-CoA acyltransferase [EC:2.3.1.16],PF02803.18,Thiolase; C-terminal domain,K00632,map00362,Xenobiotics biodegradation and metabolism,Benzoate degradation
HV_013_16_k141_1662_F,HV_013_16_k141_1662_1_F,HV_013_16,K00632,fadA; fadI; acetyl-CoA acyltransferase [EC:2.3.1.16],PF02803.18,Thiolase; C-terminal domain,K00632,map00642,Xenobiotics biodegradation and metabolism,Ethylbenzene degradation
HV_013_22_k141_14938,HV_013_22_k141_14938_2,HV_013_22,K00655,plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],PF01553.21,Acyltransferase,K00655,map00561,Lipid metabolism,Glycerolipid metabolism
HV_013_22_k141_14938_B,HV_013_22_k141_14938_2_B,HV_013_22,K00655,plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],PF01553.21,Acyltransferase,K00655,map00564,Lipid metabolism,Glycerophospholipid metabolism
HV_013_27_k141_1301,HV_013_27_k141_1301_4,HV_013_27,K01497,ribA; RIB1; GTP cyclohydrolase II [EC:3.5.4.25],PF00925.20,GTP cyclohydrolase II,K01497,map00740,Metabolism of cofactors and vitamins,Riboflavin metabolism
HV_013_27_k141_1301_B,HV_013_27_k141_1301_4_B,HV_013_27,K01497,ribA; RIB1; GTP cyclohydrolase II [EC:3.5.4.25],PF00925.20,GTP cyclohydrolase II,K01497,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_014_04_k141_4278,HV_014_04_k141_4278_3,HV_014_04,K03183,ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1;4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201],PF08241.12,Methyltransferase domain,K03183,map00130,Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis
HV_014_06_k141_30688,HV_014_06_k141_30688_4,HV_014_06,K01091,gph; phosphoglycolate phosphatase [EC:3.1.3.18],PF13419.6,Haloacid dehalogenase-like hydrolase,K01091,map00630,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism
HV_014_06_k141_39429,HV_014_06_k141_39429_1,HV_014_06,K01840,manB; phosphomannomutase [EC:5.4.2.8],PF00483.23,Nucleotidyl transferase,K01840,map00051,Carbohydrate metabolism,Fructose and mannose metabolism
HV_014_06_k141_39429_B,HV_014_06_k141_39429_1_B,HV_014_06,K01840,manB; phosphomannomutase [EC:5.4.2.8],PF00483.23,Nucleotidyl transferase,K01840,map00520,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism
HV_014_06_k141_41035,HV_014_06_k141_41035_4,HV_014_06,K06920,queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20],PF06508.13,Queuosine biosynthesis protein QueC,K06920,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_014_06_k141_41035_5,HV_014_06_k141_41035_5,HV_014_06,K01737,queD; ptpS; PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50],PF01242.19,6-pyruvoyl tetrahydropterin synthase,K01737,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_014_06_k141_41035_6,HV_014_06_k141_41035_6,HV_014_06,K10026,queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],PF04055.21,Radical SAM superfamily,K10026,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_014_06_k141_65849,HV_014_06_k141_65849_1,HV_014_06,K01077,E3.1.3.1; phoA; phoB; alkaline phosphatase [EC:3.1.3.1],PF00245.20,Alkaline phosphatase,K01077,map00730,Metabolism of cofactors and vitamins,Thiamine metabolism
HV_014_06_k141_65849_B,HV_014_06_k141_65849_1_B,HV_014_06,K01077,E3.1.3.1; phoA; phoB; alkaline phosphatase [EC:3.1.3.1],PF00245.20,Alkaline phosphatase,K01077,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_014_07_k141_1792,HV_014_07_k141_1792_3,HV_014_07,K10026,queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],PF04055.21,Radical SAM superfamily,K10026,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_014_07_k141_1792_4,HV_014_07_k141_1792_4,HV_014_07,K01737,queD; ptpS; PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50],PF01242.19,6-pyruvoyl tetrahydropterin synthase,K01737,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_014_07_k141_7683,HV_014_07_k141_7683_3,HV_014_07,K06981,ipk; isopentenyl phosphate kinase [EC:2.7.4.26],PF00696.28,Amino acid kinase family,K06981,map00900,Metabolism of terpenoids and polyketides,Terpenoid backbone biosynthesis
HV_014_14_k141_10119,HV_014_14_k141_10119_3,HV_014_14,K19200,IAL; isopenicillin-N N-acyltransferase like protein,,,K19200,map00311,Biosynthesis of other secondary metabolites,Penicillin and cephalosporin biosynthesis
HV_014_14_k141_27083,HV_014_14_k141_27083_3,HV_014_14,K00019,E1.1.1.30; bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30],PF00106.25,short chain dehydrogenase,K00019,map00650,Carbohydrate metabolism,Butanoate metabolism
HV_014_14_k141_27083_B,HV_014_14_k141_27083_3_B,HV_014_14,K00019,E1.1.1.30; bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30],PF00106.25,short chain dehydrogenase,K00019,map00072,Lipid metabolism,Synthesis and degradation of ketone bodies
HV_014_15_k141_20559,HV_014_15_k141_20559_3,HV_014_15,K08591,plsY; acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275],PF02660.15,Glycerol-3-phosphate acyltransferase,K08591,map00561,Lipid metabolism,Glycerolipid metabolism
HV_014_15_k141_20559_B,HV_014_15_k141_20559_3_B,HV_014_15,K08591,plsY; acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275],PF02660.15,Glycerol-3-phosphate acyltransferase,K08591,map00564,Lipid metabolism,Glycerophospholipid metabolism
HV_014_18_k141_2895,HV_014_18_k141_2895_4,HV_014_18,K01897,ACSL; fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3],PF00501.28,AMP-binding enzyme,K01897,map00061,Lipid metabolism,Fatty acid biosynthesis
HV_014_18_k141_2895_B,HV_014_18_k141_2895_4_B,HV_014_18,K01897,ACSL; fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3],PF00501.28,AMP-binding enzyme,K01897,map00071,Lipid metabolism,Fatty acid degradation
HV_014_18_k141_8242,HV_014_18_k141_8242_6,HV_014_18,K04487,iscS; NFS1; cysteine desulfurase [EC:2.8.1.7],PF00266.19,Aminotransferase class-V,K04487,map00730,Metabolism of cofactors and vitamins,Thiamine metabolism 
HV_014_18_k141_8242_B,HV_014_18_k141_8242_6_B,HV_014_18,K04487,iscS; NFS1; cysteine desulfurase [EC:2.8.1.7],PF00266.19,Aminotransferase class-V,K04487,map04122,Folding; sorting and degradation,Sulfur relay system
HV_014_19_k141_63925,HV_014_19_k141_63925_3,HV_014_19,K00148,fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46],PF08240.12,Alcohol dehydrogenase GroES-like domain,K00148,map00680,Energy metabolism,Methane metabolism
HV_014_19_k141_63925_B,HV_014_19_k141_63925_3_B,HV_014_19,K00148,fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46],PF08240.12,Alcohol dehydrogenase GroES-like domain,K00148,map00625,Xenobiotics biodegradation and metabolism,Chloroalkane and chloroalkene degradation
HV_014_20_k141_569,HV_014_20_k141_569_2,HV_014_20,K00558,DNMT1; dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],PF00145.17,C-5 cytosine-specific DNA methylase,K00558,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_015_01_k141_2526,HV_015_01_k141_2526_1,HV_015_01,K01758,CTH; cystathionine gamma-lyase [EC:4.4.1.1],PF01053.20,Cys/Met metabolism PLP-dependent enzyme,K01758,map00260,Amino acid metabolism,Glycine; serine and threonine metabolism
HV_015_01_k141_2526_B,HV_015_01_k141_2526_1_B,HV_015_01,K01758,CTH; cystathionine gamma-lyase [EC:4.4.1.1],PF01053.20,Cys/Met metabolism PLP-dependent enzyme,K01758,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_015_01_k141_2526_C,HV_015_01_k141_2526_1_C,HV_015_01,K01758,CTH; cystathionine gamma-lyase [EC:4.4.1.1],PF01053.20,Cys/Met metabolism PLP-dependent enzyme,K01758,map00450,Metabolism of other amino acids,Selenocompound metabolism
HV_015_01_k141_2937,HV_015_01_k141_2937_2,HV_015_01,K22227,ahbD; heme synthase,,,K22227,map00860,Metabolism of cofactors and vitamins,Porphyrin and chlorophyll metabolism
HV_015_12_k141_36033,HV_015_12_k141_36033_1,HV_015_12,K13065,E2.3.1.133; HCT; shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133],PF02458.15,Transferase family,K13065,map00940,Biosynthesis of other secondary metabolites,Phenylpropanoid biosynthesis
HV_015_12_k141_36033_B,HV_015_12_k141_36033_1_B,HV_015_12,K13065,E2.3.1.133; HCT; shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133],PF02458.15,Transferase family,K13065,map00945,Biosynthesis of other secondary metabolites,Stilbenoid; diarylheptanoid and gingerol biosynthesis
HV_015_12_k141_36033_C,HV_015_12_k141_36033_1_C,HV_015_12,K13065,E2.3.1.133; HCT; shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133],PF02458.15,Transferase family,K13065,map00941,Biosynthesis of other secondary metabolites,Flavonoid biosynthesis
HV_015_13_k141_19377,HV_015_13_k141_19377_4,HV_015_13,K23144,K23144; UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276],,,K23144,map00523,Metabolism of terpenoids and polyketides,Polyketide sugar unit biosynthesis
HV_015_13_k141_19377_B,HV_015_13_k141_19377_4_B,HV_015_13,K23144,K23144; UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276],,,K23144,map00521,Biosynthesis of other secondary metabolites,Streptomycin biosynthesis
HV_015_13_k141_19377_C,HV_015_13_k141_19377_4_C,HV_015_13,K23144,K23144; UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276],,,K23144,map00525,Biosynthesis of other secondary metabolites,Acarbose and validamycin biosynthesis
HV_015_15_k141_20586,HV_015_15_k141_20586_3,HV_015_15,K00616,E2.2.1.2; talA; talB; transaldolase [EC:2.2.1.2],PF00923.19,Transaldolase/Fructose-6-phosphate aldolase,K00616,map00030,Carbohydrate metabolism,Pentose phosphate pathway
HV_015_15_k141_2747,HV_015_15_k141_2747_3,HV_015_15,K01193,INV; sacA; beta-fructofuranosidase [EC:3.2.1.26],PF00251.20,Glycosyl hydrolases family 32 N-terminal domain,K01193,map00052,Carbohydrate metabolism,Galactose metabolism
HV_015_15_k141_2747_B,HV_015_15_k141_2747_3_B,HV_015_15,K01193,INV; sacA; beta-fructofuranosidase [EC:3.2.1.26],PF00251.20,Glycosyl hydrolases family 32 N-terminal domain,K01193,map00500,Carbohydrate metabolism,Starch and sucrose metabolism
HV_015_15_k141_44796,HV_015_15_k141_44796_3,HV_015_15,K08591,plsY; acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275],PF02660.15,Glycerol-3-phosphate acyltransferase,K08591,map00561,Lipid metabolism,Glycerolipid metabolism
HV_015_15_k141_44796_B,HV_015_15_k141_44796_3_B,HV_015_15,K08591,plsY; acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275],PF02660.15,Glycerol-3-phosphate acyltransferase,K08591,map00564,Lipid metabolism,Glycerophospholipid metabolism
HV_015_15_k141_61467,HV_015_15_k141_61467_2,HV_015_15,K01610,E4.1.1.49; pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],,,K01610,map00010,Carbohydrate metabolism,Glycolysis / Gluconeogenesis
HV_015_15_k141_61467_B,HV_015_15_k141_61467_2_B,HV_015_15,K01610,E4.1.1.49; pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],,,K01610,map00020,Carbohydrate metabolism,Citrate cycle (TCA cycle)
HV_015_15_k141_61467_C,HV_015_15_k141_61467_2_C,HV_015_15,K01610,E4.1.1.49; pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],,,K01610,map00620,Carbohydrate metabolism,Pyruvate metabolism
HV_015_15_k141_61467_D,HV_015_15_k141_61467_2_D,HV_015_15,K01610,E4.1.1.49; pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49],,,K01610,map00710,Energy metabolism,Carbon fixation in photosynthetic organisms
HV_015_15_k141_61467_6,HV_015_15_k141_61467_6,HV_015_15,K02549,menC; O-succinylbenzoate synthase [EC:4.2.1.113],PF13378.6,Enolase C-terminal domain-like,K02549,map00130,Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis
HV_015_15_k141_61467_7,HV_015_15_k141_61467_7,HV_015_15,K01911,menE; O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26],PF00501.28,AMP-binding enzyme,K01911,map00130,Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis
HV_015_15_k141_65089,HV_015_15_k141_65089_2,HV_015_15,K01091,gph; phosphoglycolate phosphatase [EC:3.1.3.18],,,K01091,map00630,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism
HV_015_18_k141_1656,HV_015_18_k141_1656_4,HV_015_18,K13038,coaBC; dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5],PF04127.15,DNA / pantothenate metabolism flavoprotein,K13038,map00770,Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis
HV_015_19_k141_74547,HV_015_19_k141_74547_4,HV_015_19,K01582,E4.1.1.18; ldcC; cadA; lysine decarboxylase [EC:4.1.1.18],,,K01582,map00310,Amino acid metabolism,Lysine degradation
HV_015_19_k141_74547_B,HV_015_19_k141_74547_4_B,HV_015_19,K01582,E4.1.1.18; ldcC; cadA; lysine decarboxylase [EC:4.1.1.18],,,K01582,map00960,Biosynthesis of other secondary metabolites,Tropane; piperidine and pyridine alkaloid biosynthesis
HV_016_03_k141_5307,HV_016_03_k141_5307_3,HV_016_03,K21310,mddA; methanethiol S-methyltransferase [EC:2.1.1.334],,,K21310,map00920,Energy metabolism,Sulfur metabolism
HV_016_04_k141_12211,HV_016_04_k141_12211_3,HV_016_04,K00925,ackA; acetate kinase [EC:2.7.2.1],PF00871.17,Acetokinase family,K00925,map00620,Carbohydrate metabolism,Pyruvate metabolism
HV_016_04_k141_12211_B,HV_016_04_k141_12211_3_B,HV_016_04,K00925,ackA; acetate kinase [EC:2.7.2.1],PF00871.17,Acetokinase family,K00925,map00640,Carbohydrate metabolism,Propanoate metabolism
HV_016_04_k141_12211_C,HV_016_04_k141_12211_3_C,HV_016_04,K00925,ackA; acetate kinase [EC:2.7.2.1],PF00871.17,Acetokinase family,K00925,map00720,Energy metabolism,Carbon fixation pathways in prokaryotes
HV_016_04_k141_12211_D,HV_016_04_k141_12211_3_D,HV_016_04,K00925,ackA; acetate kinase [EC:2.7.2.1],PF00871.17,Acetokinase family,K00925,map00680,Energy metabolism,Methane metabolism
HV_016_04_k141_12211_E,HV_016_04_k141_12211_3_E,HV_016_04,K00925,ackA; acetate kinase [EC:2.7.2.1],PF00871.17,Acetokinase family,K00925,map00430,Metabolism of other amino acids,Taurine and hypotaurine metabolism
HV_016_04_k141_2973,HV_016_04_k141_2973_16,HV_016_04,K00558,DNMT1; dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],PF00145.17,C-5 cytosine-specific DNA methylase,K00558,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_016_04_k141_5226,HV_016_04_k141_5226_4,HV_016_04,K00616,E2.2.1.2; talA; talB; transaldolase [EC:2.2.1.2],PF00923.19,Transaldolase/Fructose-6-phosphate aldolase,K00616,map00030,Carbohydrate metabolism,Pentose phosphate pathway
HV_016_04_k141_6092,HV_016_04_k141_6092_5,HV_016_04,K00820,glmS; GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],,,K00820,map00520,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism
HV_016_04_k141_6092_B,HV_016_04_k141_6092_5_B,HV_016_04,K00820,glmS; GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],,,K00820,map00250,Amino acid metabolism,Alanine; aspartate and glutamate metabolism
HV_016_04_k141_7163,HV_016_04_k141_7163_5,HV_016_04,K00287,DHFR; folA; dihydrofolate reductase [EC:1.5.1.3],PF00186.19,Dihydrofolate reductase,K00287,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_016_04_k141_7163_B,HV_016_04_k141_7163_5_B,HV_016_04,K00287,DHFR; folA; dihydrofolate reductase [EC:1.5.1.3],PF00186.19,Dihydrofolate reductase,K00287,map00670,Metabolism of cofactors and vitamins,One carbon pool by folate
HV_016_10_k141_58926,HV_016_10_k141_58926_4,HV_016_10,K00600,glyA; SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1],PF00464.19,Serine hydroxymethyltransferase,K00600,map00630,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism
HV_016_10_k141_58926_B,HV_016_10_k141_58926_4_B,HV_016_10,K00600,glyA; SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1],PF00464.19,Serine hydroxymethyltransferase,K00600,map00680,Energy metabolism,Methane metabolism
HV_016_10_k141_58926_C,HV_016_10_k141_58926_4_C,HV_016_10,K00600,glyA; SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1],PF00464.19,Serine hydroxymethyltransferase,K00600,map00260,Amino acid metabolism,Glycine; serine and threonine metabolism
HV_016_10_k141_58926_D,HV_016_10_k141_58926_4_D,HV_016_10,K00600,glyA; SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1],PF00464.19,Serine hydroxymethyltransferase,K00600,map00460,Metabolism of other amino acids,Cyanoamino acid metabolism
HV_016_10_k141_58926_E,HV_016_10_k141_58926_4_E,HV_016_10,K00600,glyA; SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1],PF00464.19,Serine hydroxymethyltransferase,K00600,map00670,Metabolism of cofactors and vitamins,One carbon pool by folate
HV_016_12_k141_3633,HV_016_12_k141_3633_1,HV_016_12,K10026,queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],,,K10026,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_016_12_k141_3633_2,HV_016_12_k141_3633_2,HV_016_12,K01737,queD; ptpS; PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50],PF01242.19,6-pyruvoyl tetrahydropterin synthase,K01737,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_016_12_k141_3633_3,HV_016_12_k141_3633_3,HV_016_12,K10026,queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],PF04055.21,Radical SAM superfamily,K10026,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_016_12_k141_4237,HV_016_12_k141_4237_3,HV_016_12,K07260,vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14],PF02557.17,D-alanyl-D-alanine carboxypeptidase,K07260,map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis
HV_016_14_k141_1054,HV_016_14_k141_1054_3,HV_016_14,K00480,E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1],,,K00480,map00621,Xenobiotics biodegradation and metabolism,Dioxin degradation
HV_016_14_k141_1054_B,HV_016_14_k141_1054_3_B,HV_016_14,K00480,E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1],,,K00480,map00626,Xenobiotics biodegradation and metabolism,Naphthalene degradation
HV_016_14_k141_1054_C,HV_016_14_k141_1054_3_C,HV_016_14,K00480,E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1],,,K00480,map00624,Xenobiotics biodegradation and metabolism,Polycyclic aromatic hydrocarbon degradation
HV_016_15_k141_1328,HV_016_15_k141_1328_3,HV_016_15,K00208,fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],,,K00208,map00061,Lipid metabolism,Fatty acid biosynthesis
HV_016_15_k141_1328_B,HV_016_15_k141_1328_3_B,HV_016_15,K00208,fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],,,K00208,map00780,Metabolism of cofactors and vitamins,Biotin metabolism
HV_016_15_k141_1328_C,HV_016_15_k141_1328_3_C,HV_016_15,K00208,fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],,,K00208,map00333,Biosynthesis of other secondary metabolites,Prodigiosin biosynthesis
HV_016_15_k141_31874,HV_016_15_k141_31874_27,HV_016_15,K06167,phnP; phosphoribosyl 1;2-cyclic phosphate phosphodiesterase [EC:3.1.4.55],PF00753.27,Metallo-beta-lactamase superfamily,K06167,map00440,Metabolism of other amino acids,Phosphonate and phosphinate metabolism
HV_016_15_k141_55307,HV_016_15_k141_55307_1,HV_016_15,K19745,acuI; acrylyl-CoA reductase (NADPH) [EC:1.3.1.-],,,K19745,map00640,Carbohydrate metabolism,Propanoate metabolism
HV_016_15_k141_55385,HV_016_15_k141_55385_4,HV_016_15,K00616,E2.2.1.2; talA; talB; transaldolase [EC:2.2.1.2],PF00923.19,Transaldolase/Fructose-6-phosphate aldolase,K00616,map00030,Carbohydrate metabolism,Pentose phosphate pathway
HV_016_15_k141_55385_5,HV_016_15_k141_55385_5,HV_016_15,K00616,E2.2.1.2; talA; talB; transaldolase [EC:2.2.1.2],PF00923.19,Transaldolase/Fructose-6-phosphate aldolase,K00616,map00030,Carbohydrate metabolism,Pentose phosphate pathway
